DATA,TIPO DE AT.,APARELHO,MARCA,STATUS,PECA_RECEBIDA,PRONTO,SAIDA,CONSERTADO,TECNICO,TEMPO_CONSERTO,MES_ANO
09/01/2020,ETICKET,Robo,Wap,Concluído,2020-09-17,2020-09-18,18/09/2020,sim,0,1,2020-09
09/01/2020,ETICKET,Robo,Wap,Concluído,2020-05-10,2020-06-10,16/10/2020,sim,0,31,2020-05
09/01/2020,ETICKET,Robo,Wap,Concluído,2020-09-23,2020-09-23,24/09/2020,sim,0,0,2020-09
09/01/2020,ON SITE,Lava E Seca,Midea,Concluído,2020-09-09,2020-09-14,14/09/2020,sim,0,5,2020-09
09/02/2020,ETICKET,Robo,Wap,Concluído,2020-09-23,2020-09-23,24/09/2020,sim,0,0,2020-09
09/02/2020,ETICKET,Robo,Wap,Concluído,2020-09-30,2020-10-22,23/10/2020,sim,0,22,2020-09
09/02/2020,ETICKET,Robo,Wap,Concluído,2020-09-30,2020-09-30,10/05/2020,sim,0,0,2020-09
09/02/2020,ETICKET,Robo,Wap,Concluído,2020-09-30,2020-09-30,10/05/2020,sim,0,0,2020-09
09/02/2020,ETICKET,Robo,Wap,Concluído,2020-09-30,2020-09-30,10/05/2020,sim,0,0,2020-09
09/02/2020,ETICKET,Robo,Wap,Concluído,2020-05-10,2020-06-10,14/10/2020,sim,0,31,2020-05
09/02/2020,ETICKET,Aspirador,Midea,Concluído,2020-09-18,2020-10-09,22/09/2020,sim,0,21,2020-09
09/02/2020,ON SITE,Refrigerador,Panasonic,Concluído,2020-09-17,2020-09-29,29/09/2020,sim,0,12,2020-09
09/09/2020,ON SITE,Lava E Seca,Midea,Concluído,2020-09-15,2020-09-17,17/09/2020,sim,0,2,2020-09
09/10/2020,ON SITE,Lavadora,Panasonic,Concluído,2020-08-10,2020-09-10,10/09/2020,sim,0,31,2020-08
09/11/2020,ON SITE,Microondas De Embutir,Panasonic,Concluído,2020-10-23,2020-10-27,27/10/2020,sim,0,4,2020-10
09/11/2020,ON SITE,Ar Condicionado,Daikin,Concluído,2020-10-17,2020-10-20,27/10/2020,sim,0,3,2020-10
09/11/2020,ETICKET,Robo,Wap,Concluído,2020-09-30,2020-09-30,10/05/2020,sim,0,0,2020-09
14/09/2020,ETICKET,Robo,Wap,Concluído,2020-10-16,2020-10-16,20/10/2020,sim,0,0,2020-10
14/09/2020,ETICKET,Robo,Wap,Concluído,2020-10-16,2020-10-16,20/10/2020,sim,0,0,2020-10
14/09/2020,ETICKET,Robo,Wap,Concluído,2020-10-16,2020-10-16,20/10/2020,sim,0,0,2020-10
14/09/2020,ETICKET,Robo,Wap,Concluído,2020-10-16,2020-10-16,20/10/2020,sim,0,0,2020-10
14/09/2020,ETICKET,Robo,Wap,Concluído,2020-10-16,2020-10-16,20/10/2020,sim,0,0,2020-10
15/09/2020,ON SITE,Lava E Seca,Midea,Concluído,2020-09-25,2020-09-28,28/09/2020,sim,0,3,2020-09
15/09/2020,ETICKET,Robo,Wap,Concluído,2020-10-16,2020-10-16,20/10/2020,sim,0,0,2020-10
15/09/2020,ETICKET,Robo,Wap,Concluído,2020-11-13,2020-11-14,18/11/2020,sim,0,1,2020-11
15/09/2020,ETICKET,Robo,Wap,Concluído,2020-10-16,2020-10-16,20/10/2020,sim,0,0,2020-10
15/09/2020,ETICKET,Fritadeira,Midea,Concluído,2020-10-19,2020-10-20,29/10/2020,sim,0,1,2020-10
15/09/2020,ETICKET,Robo,Wap,Concluído,2020-10-16,2020-10-16,20/10/2020,sim,0,0,2020-10
15/09/2020,ETICKET,Robo,Wap,Concluído,2020-10-16,2020-10-16,21/10/2020,sim,0,0,2020-10
15/09/2020,ETICKET,Robo,Wap,Concluído,2020-10-16,2020-10-16,20/10/2020,sim,0,0,2020-10
15/09/2020,ETICKET,Robo,Wap,Concluído,2020-10-16,2020-10-16,20/10/2020,sim,0,0,2020-10
15/09/2020,ETICKET,Robo,Wap,Concluído,2020-10-16,2020-10-16,20/10/2020,sim,0,0,2020-10
15/09/2020,ETICKET,Robo,Wap,Concluído,2020-10-16,2020-10-16,20/10/2020,sim,0,0,2020-10
15/09/2020,ETICKET,Robo,Wap,Concluído,2020-10-16,2020-10-16,20/10/2020,sim,0,0,2020-10
16/09/2020,ON SITE,Refrigerador,Panasonic,Concluído,2020-09-24,2020-09-25,25/09/2020,sim,0,1,2020-09
16/09/2020,BALCÃO,Cervejeira,Midea,Concluído,2020-10-21,2020-10-26,30/10/2020,sim,0,5,2020-10
16/09/2020,ETICKET,Panela,Midea,Concluído,2020-10-20,2020-10-20,11/03/2020,sim,0,0,2020-10
16/09/2020,ETICKET,Aspirador,Midea,Concluído,2020-10-30,2020-10-30,11/05/2020,sim,0,0,2020-10
18/09/2020,BALCÃO,Robo,Wap,Concluído,2020-09-30,2020-09-30,10/05/2020,sim,0,0,2020-09
18/09/2020,BALCÃO,Microondas,Panasonic,Concluído,2020-08-10,2020-10-13,15/10/2020,sim,0,64,2020-08
19/09/2020,ETICKET,Robo,Wap,Concluído,2020-10-16,2020-10-19,22/10/2020,sim,0,3,2020-10
19/09/2020,ETICKET,Robo,Wap,Concluído,2020-10-16,2020-10-19,21/10/2020,sim,0,3,2020-10
21/09/2020,ETICKET,Robo,Wap,Concluído,2020-10-16,2020-10-16,20/10/2020,sim,0,0,2020-10
21/09/2020,ETICKET,Aspirador,Midea,Concluído,2020-10-19,2020-10-21,11/04/2020,sim,0,2,2020-10
23/09/2020,BALCÃO,Robo,Wap,Concluído,2020-10-16,2020-10-16,21/10/2020,sim,0,0,2020-10
23/09/2020,ON SITE,Lava E Seca,Midea,Concluído,2020-06-10,2020-08-10,10/08/2020,sim,0,61,2020-06
24/09/2020,ON SITE,Lavadora,Panasonic,Concluído,2020-10-27,2020-10-29,29/10/2020,sim,0,2,2020-10
24/09/2020,ON SITE,Lavadora,Panasonic,Concluído,2020-01-10,2020-09-25,25/09/2020,sim,0,259,2020-01
24/09/2020,BALCÃO,Robo,Wap,Concluído,2020-10-16,2020-10-16,23/10/2020,sim,0,0,2020-10
28/09/2020,ON SITE,Refrigerador,Panasonic,Concluído,2020-08-10,2020-10-13,13/10/2020,sim,0,64,2020-08
28/09/2020,ON SITE,Lavadora,Panasonic,Concluído,2020-08-10,2020-09-10,10/09/2020,sim,0,31,2020-08
29/09/2020,BALCÃO,Purificador,Midea,Concluído,2020-08-10,2020-10-13,19/10/2020,sim,0,64,2020-08
30/09/2020,BALCÃO,Purificador,Midea,Concluído,2020-08-10,2020-10-14,15/10/2020,sim,0,65,2020-08
30/09/2020,ETICKET,Robo,Wap,Concluído,2020-10-30,2020-10-30,11/05/2020,sim,0,0,2020-10
30/09/2020,ETICKET,Robo,Wap,Concluído,2020-10-30,2020-10-30,11/05/2020,sim,0,0,2020-10
30/09/2020,ETICKET,Robô,Wap,Concluído,2020-10-30,2020-10-30,11/05/2020,sim,0,0,2020-10
10/05/2020,ON SITE,Lava E Seca,Midea,Concluído,2020-10-14,2020-10-16,16/10/2020,sim,0,2,2020-10
10/06/2020,ETICKET,Robo,Wap,Concluído,2020-10-30,2020-10-30,11/05/2020,sim,0,0,2020-10
10/06/2020,ETICKET,Robo,Wap,Concluído,2020-10-28,2020-10-29,11/05/2020,sim,0,1,2020-10
10/06/2020,ETICKET,Robo,Wap,Concluído,2020-10-30,2020-10-30,11/05/2020,sim,0,0,2020-10
10/06/2020,ETICKET,Robo,Wap,Concluído,2020-10-29,2020-10-30,11/09/2020,sim,0,1,2020-10
10/06/2020,ETICKET,Robo,Wap,Concluído,2020-10-30,2020-10-30,11/05/2020,sim,0,0,2020-10
10/06/2020,ETICKET,Robo,Wap,Concluído,2020-10-30,2020-10-30,11/05/2020,sim,0,0,2020-10
10/07/2020,ETICKET,Robo,Wap,Concluído,2020-10-30,2020-10-30,11/05/2020,sim,0,0,2020-10
10/07/2020,ON SITE,Refrigerador,Panasonic,Concluído,2020-10-28,2020-10-31,31/10/2020,sim,0,3,2020-10
10/07/2020,BALCAO,Robo,Wap,Concluído,2020-10-16,2020-10-19,21/10/2020,sim,0,3,2020-10
10/07/2020,ETICKET,Robo,Wap,Concluído,2020-10-30,2020-10-30,11/05/2020,sim,0,0,2020-10
10/07/2020,ETICKET,Robo,Wap,Concluído,2020-11-13,2020-11-14,18/11/2020,sim,0,1,2020-11
10/07/2020,ETICKET,Robo,Wap,Concluído,2020-10-30,2020-10-30,11/05/2020,sim,0,0,2020-10
10/08/2020,ETICKET,Robo,Wap,Concluído,2020-11-13,2020-11-14,18/11/2020,sim,0,1,2020-11
10/08/2020,ETICKET,Microondas,Midea,Concluído,2020-10-29,2020-10-29,10/11/2020,sim,0,0,2020-10
10/09/2020,ON SITE,Lava E Seca,Midea,Concluído,2020-10-20,2020-10-22,22/10/2020,sim,0,2,2020-10
10/09/2020,ON SITE,Refrigerador,Panasonic,Concluído,2020-10-23,2020-10-24,24/10/2020,sim,0,1,2020-10
10/10/2020,ETICKET,Robo,Wap,Concluído,2020-10-30,2020-10-30,11/05/2020,sim,0,0,2020-10
10/10/2020,ETICKET,Robo,Wap,Concluído,2020-10-30,2020-10-30,11/05/2020,sim,0,0,2020-10
10/10/2020,ETICKET,Robo,Wap,Concluído,2020-10-30,2020-10-30,11/05/2020,sim,0,0,2020-10
10/10/2020,ETICKET,Robo,Wap,Concluído,2020-11-13,2020-11-14,18/11/2020,sim,0,1,2020-11
10/10/2020,ETICKET,Robo,Wap,Concluído,2020-10-29,2020-10-30,11/05/2020,sim,0,1,2020-10
10/10/2020,ETICKET,Robo,Wap,Concluído,2020-10-30,2020-10-30,11/09/2020,sim,0,0,2020-10
10/10/2020,ETICKET,Robo,Wap,Concluído,2020-10-30,2020-10-30,11/09/2020,sim,0,0,2020-10
14/10/2020,ETICKET,Robo,Wap,Concluído,2020-11-13,2020-11-18,20/11/2020,sim,0,5,2020-11
10/10/2020,ETICKET,Robo,Wap,Concluída,2020-10-29,2020-10-30,11/09/2020,sim,0,1,2020-10
10/10/2020,ETICKET,Robo,Wap,Concluído,2020-11-13,2020-11-14,18/11/2020,sim,0,1,2020-11
13/10/2020,ON SITE,Ar Condicionado,Midea,Concluído,2020-10-26,2020-10-29,29/10/2020,sim,0,3,2020-10
14/10/2020,ETICKET,Robo,Wap,Concluído,2020-11-13,2020-11-16,18/11/2020,sim,0,3,2020-11
14/10/2020,ETICKET,Robo,Wap,Concluído,2020-10-29,2020-10-30,11/05/2020,sim,0,1,2020-10
14/10/2020,ETICKET,Robo,Wap,Concluído,2020-11-20,2020-11-20,30/11/2020,sim,0,0,2020-11
14/10/2020,ETICKET,Robo,Wap,Concluído,2020-06-11,2020-11-25,30/11/2020,sim,0,167,2020-06
14/10/2020,ETICKET,Microondas,Midea,Concluído,2020-06-11,2020-11-17,23/11/2020,sim,0,159,2020-06
15/10/2020,ETICKET,Microondas,Midea,Concluído,2020-11-13,2020-11-16,19/11/2020,sim,0,3,2020-11
16/10/2020,BALCÃO,Robo,Wap,Concluído,2020-10-30,2020-10-30,31/10/2020,sim,0,0,2020-10
21/10/2020,ETICKET,Robo,Wap,Concluído,2020-11-13,2020-11-16,18/11/2020,sim,0,3,2020-11
21/10/2020,ETICKET,Robo,Wap,Concluído,2020-10-29,2020-10-30,11/05/2020,sim,0,1,2020-10
21/10/2020,ETICKET,Robo,Wap,Concluído,2020-10-29,2020-10-30,11/05/2020,sim,0,1,2020-10
21/10/2020,ETICKET,Robo,Wap,Concluído,2020-10-29,2020-10-30,11/05/2020,sim,0,1,2020-10
21/10/2020,ETICKET,Robo,Wap,Concluído,2020-10-29,2020-10-30,11/05/2020,sim,0,1,2020-10
21/10/2020,ON SITE,Lavadora,Panasonic,Concluído,2020-09-11,2020-10-29,29/10/2020,sim,0,48,2020-09
22/10/2020,ON SITE,Refrigerador,Panasonic,Concluído,2020-03-11,2020-11-14,14/11/2020,sim,0,248,2020-03
23/10/2020,EITCKET,Robo,Wap,Concluído,2020-11-13,2020-11-14,18/11/2020,sim,0,1,2020-11
23/10/2020,EITCKET,Robo,Wap,Concluído,2020-10-29,2020-10-30,11/05/2020,sim,0,1,2020-10
23/10/2020,BALCÃO,Robo,Wap,Concluído,2020-10-30,2020-10-30,11/03/2020,sim,0,0,2020-10
23/10/2020,BALCÃO,Robo,Wap,Concluído,2020-10-30,2020-10-30,11/03/2020,sim,0,0,2020-10
24/10/2020,EITCKET,Robo,Wap,Concluído,2020-11-13,2020-11-16,18/11/2020,sim,0,3,2020-11
24/10/2020,EITCKET,Robo,Wap,Concluído,2020-11-13,2020-11-14,17/11/2020,sim,0,1,2020-11
24/10/2020,EITCKET,Robo,Wap,Concluído,2020-11-13,2020-11-14,17/11/2020,sim,0,1,2020-11
24/10/2020,EITCKET,Robo,Wap,Concluído,2020-11-13,2020-11-14,17/11/2020,sim,0,1,2020-11
24/10/2020,ETICKET,Robo,Wap,Concluído,2020-11-13,2020-11-14,30/11/2020,sim,0,1,2020-11
24/10/2020,EITCKET,Robo,Wap,Concluído,2020-11-13,2020-11-16,18/11/2020,sim,0,3,2020-11
24/10/2020,EITCKET,Robo,Wap,Concluído,2020-11-13,2020-11-14,17/11/2020,sim,0,1,2020-11
24/10/2020,EITCKET,Robo,Wap,Concluído,2020-11-13,2020-11-14,17/11/2020,sim,0,1,2020-11
24/10/2020,EITCKET,Robo,Wap,Concluído,2020-11-13,2020-11-14,17/11/2020,sim,0,1,2020-11
26/10/2020,ON SITE,Refrigerador,Panasonic,Concluído,2020-03-11,2020-11-13,13/11/2020,sim,0,247,2020-03
26/10/2020,ON SITE,Refrigerador,Panasonic,Concluído,2020-11-11,2020-11-13,13/11/2020,sim,0,2,2020-11
27/10/2020,ON SITE,Refrigerador,Panasonic,Concluído,2020-09-11,2020-10-28,28/10/2020,sim,0,47,2020-09
28/10/2020,ETICKET,Robo,Wap,Concluído,2020-11-13,2020-11-14,18/11/2020,sim,0,1,2020-11
28/10/2020,ETICKET,Robo,Wap,Concluído,2020-11-13,2020-11-14,17/11/2020,sim,0,1,2020-11
28/10/2020,ETICKET,Robo,Wap,Concluído,2020-11-13,2020-11-14,17/11/2020,sim,0,1,2020-11
28/10/2020,ETICKET,Robo,Wap,Concluído,2020-11-13,2020-11-14,17/11/2020,sim,0,1,2020-11
28/10/2020,ETICKET,Robo,Wap,Concluído,2020-11-13,2020-11-14,17/11/2020,sim,0,1,2020-11
28/10/2020,ETICKET,Robo,Wap,Concluído,2020-11-13,2020-11-14,17/11/2020,sim,0,1,2020-11
28/10/2020,ETICKET,Robo,Wap,Concluído,2020-11-20,2020-11-20,24/11/2020,sim,0,0,2020-11
28/10/2020,ETICKET,Robo,Wap,Concluído,2020-11-26,2020-11-27,30/11/2020,sim,0,1,2020-11
28/10/2020,ETICKET,Robo,Wap,Concluído,2020-11-20,2020-11-20,25/11/2020,sim,0,0,2020-11
28/10/2020,ETICKET,Robo,Wap,Concluído,2020-03-12,2020-07-12,14/12/2020,sim,0,122,2020-03
28/10/2020,ETICKET,Robo,Wap,Concluído,2020-11-20,2020-11-21,24/11/2020,sim,0,1,2020-11
29/10/2020,ON SITE,Refrigerador,Panasonic,Concluído,2020-11-11,2020-11-13,13/11/2020,sim,0,2,2020-11
30/10/2020,ETICKET,Robo,Wap,Concluído,2020-11-20,2020-11-23,30/11/2020,sim,0,3,2020-11
30/10/2020,ETICKET,Robo,Wap,Concluído,2020-11-13,2020-11-14,17/11/2020,sim,0,1,2020-11
30/10/2020,ETICKET,Robo,Wap,Concluído,2020-03-12,2020-07-12,14/12/2020,sim,0,122,2020-03
30/10/2020,ETICKET,Robo,Wap,Concluído,2020-11-13,2020-11-16,18/11/2020,sim,0,3,2020-11
30/10/2020,ETICKET,Robo,Wap,Concluído,2020-11-20,2020-11-20,26/11/2020,sim,0,0,2020-11
30/10/2020,ETICKET,Robo,Wap,Concluído,2020-11-20,2020-11-20,24/11/2020,sim,0,0,2020-11
30/10/2020,ETICKET,Aspirador,Wap,Concluído,2020-11-20,2020-11-20,24/11/2020,sim,0,0,2020-11
30/10/2020,ETICKET,Robo,Wap,Concluído,2020-11-20,2020-11-20,24/11/2020,sim,0,0,2020-11
30/10/2020,ETICKET,Robo,Wap,Concluído,2020-11-20,2020-11-23,30/11/2020,sim,0,3,2020-11
30/10/2020,ETICKET,Robo,Wap,Concluído,2020-11-20,2020-11-20,24/11/2020,sim,0,0,2020-11
30/10/2020,ETICKET,Robo,Wap,Concluído,2020-11-26,2020-11-27,30/11/2020,sim,0,1,2020-11
30/10/2020,ETICKET,Robo,Wap,Concluído,2020-11-20,2020-11-20,24/11/2020,sim,0,0,2020-11
30/10/2020,ETICKET,Robo,Wap,Concluído,2020-11-20,2020-11-20,24/11/2020,sim,0,0,2020-11
11/03/2020,ETICKET,Robo,Wap,Concluído,2020-11-20,2020-11-20,24/11/2020,sim,0,0,2020-11
11/04/2020,ON SITE,Lava E Seca,Midea,Concluído,2020-03-12,2020-04-12,12/04/2020,sim,0,31,2020-03
11/05/2020,ON SITE,Refrigerador,Panasonic,Concluído,2020-11-17,2020-11-18,18/11/2020,sim,0,1,2020-11
11/05/2020,ON SITE,Refrigerador,Panasonic,Concluído,2020-11-17,2020-11-18,18/11/2020,sim,0,1,2020-11
11/06/2020,ON SITE,Lava E Seca,Midea,Concluído,2020-11-17,2020-11-21,21/11/2020,sim,0,4,2020-11
11/06/2020,ETICKET,Robo,Wap,Concluído,2020-11-20,2020-11-20,24/11/2020,sim,0,0,2020-11
11/06/2020,ETICKET,Robo,Wap,Concluído,2020-11-20,2020-11-20,24/11/2020,sim,0,0,2020-11
11/06/2020,ETICKET,Robo,Wap,Concluído,2020-11-20,2020-11-20,25/11/2020,sim,0,0,2020-11
11/06/2020,ETICKET,Robo,Wap,Concluído,2020-11-20,2020-11-20,25/11/2020,sim,0,0,2020-11
11/06/2020,ETICKET,Robo,Wap,Concluído,2020-11-20,2020-11-20,24/11/2020,sim,0,0,2020-11
11/07/2020,EITCKET,Robo,Wap,Concluído,2020-03-12,2020-03-12,12/08/2020,sim,0,0,2020-03
11/07/2020,EITCKET,Fritadeira,Midea,Concluído,2020-11-25,2020-11-30,12/11/2020,sim,0,5,2020-11
11/07/2020,ETICKET,Robo,Wap,Concluído,2020-11-20,2020-11-20,25/11/2020,sim,0,0,2020-11
11/07/2020,ETICKET,Robo,Midea,Concluído,2020-03-12,2020-07-12,14/12/2020,sim,0,122,2020-03
11/07/2020,ETICKET,Robo,Wap,Concluído,2020-11-20,2020-11-20,24/11/2020,sim,0,0,2020-11
11/11/2020,ON SITE,Lavadora,Panasonic,Concluído,2020-11-20,2020-12-11,11/12/2020,sim,0,21,2020-11
13/11/2020,ON SITE,Refrigerador,Panasonic,Concluído,2020-11-26,2020-11-26,26/11/2020,sim,0,0,2020-11
13/11/2020,ON SITE,Refrigerador,Panasonic,Concluído,2020-11-23,2020-12-12,12/12/2020,sim,0,19,2020-11
13/11/2020,ETICKET,Robo,Wap,Concluído,2020-03-12,2020-07-12,14/12/2020,sim,0,122,2020-03
13/11/2020,ETICKET,Robo,Wap,Concluído,2020-03-12,2020-07-12,14/12/2020,sim,0,122,2020-03
14/11/2020,ETICKET,Robo,Wap,Concluído,2020-12-17,2020-12-17,23/12/2020,sim,0,0,2020-12
14/11/2020,ETICKET,Robo,Wap,Concluído,2020-03-12,2020-07-12,14/12/2020,sim,0,122,2020-03
14/11/2020,ETICKET,Robo,Wap,Concluído,2020-03-12,2020-07-12,14/12/2020,sim,0,122,2020-03
14/11/2020,ETICKET,Robo,Wap,Concluído,2020-10-12,2020-11-12,14/12/2020,sim,0,31,2020-10
13/11/2020,ETICKET,Robo,Wap,Concluído,2020-03-12,2020-07-12,14/12/2020,sim,0,122,2020-03
14/11/2020,ETICKET,Micro-Ondas,Midea,Concluído,2020-03-12,2020-08-12,18/12/2020,sim,0,153,2020-03
14/11/2020,ETICKET,Robo,Wap,Concluído,2020-03-12,2020-07-12,14/12/2020,sim,0,122,2020-03
14/11/2020,ETICKET,Robo,Wap,Concluído,2020-03-12,2020-07-12,14/12/2020,sim,0,122,2020-03
16/11/2020,EITCKET,Robo,Wap,Concluído,2020-10-12,2020-11-12,14/12/2020,sim,0,31,2020-10
16/11/2020,EITCKET,Robo,Wap,Concluído,2020-07-12,2020-07-12,14/12/2020,sim,0,0,2020-07
16/11/2020,EITCKET,Robo,Wap,Concluído,2020-10-12,2021-01-13,14/01/2021,sim,0,93,2020-10
16/11/2020,EITCKET,Robo,Wap,Concluído,2020-10-12,2020-11-12,14/12/2020,sim,0,31,2020-10
16/11/2020,EITCKET,Robo,Wap,Concluído,2020-10-12,2020-11-12,14/12/2020,sim,0,31,2020-10
16/11/2020,EITCKET,Robo,Wap,Concluído,2020-12-15,2020-12-16,21/12/2020,sim,0,1,2020-12
16/11/2020,EITCKET,Micro-Ondas,Midea,Concluído,2020-09-12,2020-11-30,12/11/2020,sim,0,79,2020-09
18/11/2020,BALCÃO,Robo,Wap,Concluído,2020-11-26,2020-11-27,12/03/2020,sim,0,1,2020-11
19/11/2020,EITCKET,Robo,Wap,Concluído,2020-10-12,2020-11-12,16/12/2020,sim,0,31,2020-10
19/11/2020,EITCKET,Robo,Wap,Concluído,2020-12-23,2020-12-23,30/12/2020,sim,0,0,2020-12
19/11/2020,EITCKET,Robo,Wap,Concluído,2020-10-12,2020-11-12,16/12/2020,sim,0,31,2020-10
19/11/2020,EITCKET,Robo,Wap,Concluído,2020-10-12,2020-11-12,14/12/2020,sim,0,31,2020-10
19/11/2020,BALCÃO,Robô,Wap,Concluído,2020-11-26,2020-11-27,12/10/2020,sim,0,1,2020-11
19/11/2020,ETICKET,Robo,Wap,Concluído,2020-03-12,2020-07-12,14/12/2020,sim,0,122,2020-03
19/11/2020,ETICKET,Robo,Wap,Concluído,2020-03-12,2020-07-12,14/12/2020,sim,0,122,2020-03
19/11/2020,ETICKET,Robo,Wap,Concluído,2020-03-12,2020-11-26,14/12/2020,sim,0,259,2020-03
19/11/2020,ETICKET,Robo,Wap,Concluído,2020-11-26,2020-11-27,30/11/2020,sim,0,1,2020-11
19/11/2020,ETICKET,Robo,Wap,Concluído,2020-12-23,2020-12-23,30/12/2020,sim,0,0,2020-12
20/11/2020,ETICKET,Robo,Wap,Concluído,2020-03-12,2020-07-12,14/12/2020,sim,0,122,2020-03
20/11/2020,ETICKET,Robo,Wap,Concluído,2020-10-12,2020-11-12,14/12/2020,sim,0,31,2020-10
20/11/2020,ETICKET,Robo,Wap,Concluído,2020-07-12,2020-07-12,14/12/2020,sim,0,0,2020-07
20/11/2020,ETICKET,Robo,Wap,Concluído,2020-10-12,2020-11-12,14/12/2020,sim,0,31,2020-10
20/11/2020,ON SITE,Ar Condicionado,Midea,Concluído,2020-01-12,2020-12-17,17/12/2020,sim,0,340,2020-01
20/11/2020,ETICKET,Robo,Wap,Concluído,2020-12-23,2020-12-23,30/12/2020,sim,0,0,2020-12
20/11/2020,ETICKET,Robo,Wap,Concluído,2020-03-12,2020-07-12,14/12/2020,sim,0,122,2020-03
20/11/2020,ETICKET,Robo,Wap,Concluído,2020-03-12,2020-07-12,14/12/2020,sim,0,122,2020-03
20/11/2020,ETICKET,Robo,Wap,Concluído,2020-07-12,2020-07-12,14/12/2020,sim,0,0,2020-07
21/11/2020,ON SITE,Refrigerador,Panasonic,Concluído,2020-12-21,2020-12-22,01/05/2021,sim,0,1,2020-12
21/11/2020,ETICKET,Robo,Wap,Concluído,2020-12-16,2020-12-17,21/12/2020,sim,0,1,2020-12
23/11/2020,ETICKET,Robo,Wap,Concluído,2020-12-17,2020-12-17,21/12/2020,sim,0,0,2020-12
27/11/2020,ETICKET,Robo,Wap,Concluído,2020-12-15,2020-12-16,21/12/2020,sim,0,1,2020-12
27/11/2020,ETICKET,Robo,Wap,Concluído,2020-12-23,2020-12-23,30/12/2020,sim,0,0,2020-12
28/11/2020,ETICKET,Robo,Wap,Concluído,2020-12-17,2020-12-17,21/12/2020,sim,0,0,2020-12
28/11/2020,ETICKET,Robo,Wap,Concluído,2020-12-17,2020-12-17,21/12/2020,sim,0,0,2020-12
28/11/2020,ETICKET,Robo,Wap,Concluído,2020-12-17,2020-12-17,21/12/2020,sim,0,0,2020-12
28/11/2020,ETICKET,Robo,Wap,Concluído,2020-12-17,2020-12-17,21/12/2020,sim,0,0,2020-12
30/11/2020,BALCÃO,Robô,Wap,Concluído,2021-01-19,2021-01-20,23/01/2021,sim,0,1,2021-01
30/11/2020,BALCÃO,Robo,Wap,Concluído,2020-07-12,2020-07-12,12/10/2020,sim,0,0,2020-07
30/11/2020,ETICKET,Robo,Wap,Concluído,2020-12-15,2020-12-16,21/12/2020,sim,0,1,2020-12
30/11/2020,ETICKET,Robo,Wap,Concluído,2020-12-15,2020-12-16,21/12/2020,sim,0,1,2020-12
30/11/2020,ETICKET,Robo,Wap,Concluído,2020-12-23,2020-12-23,30/12/2020,sim,0,0,2020-12
12/01/2020,ON SITE,Refrigerador,Panasonic,Concluído,2020-12-18,2020-12-21,21/12/2020,sim,0,3,2020-12
12/01/2020,ETICKET,Robo,Wap,Concluído,2020-12-23,2020-12-23,30/12/2020,sim,0,0,2020-12
12/01/2020,ETICKET,Robo,Wap,Concluído,2020-12-17,2020-12-17,21/12/2020,sim,0,0,2020-12
12/01/2020,ON SITE,Lava E Seca,Midea,Concluído,2020-03-12,2020-12-15,15/12/2020,sim,0,278,2020-03
12/02/2020,BALCÃO,Refrigerador,Panasonic,Concluído,2020-12-21,2020-12-22,23/12/2020,sim,0,1,2020-12
12/02/2020,BALCÃO,Robo,Wap,Concluído,2020-12-17,2020-12-17,21/12/2020,sim,0,0,2020-12
12/02/2020,ETICKET,Robo,Wap,Concluído,2020-12-17,2020-12-17,21/12/2020,sim,0,0,2020-12
12/03/2020,ETICKET,Robo,Wap,Concluído,2020-12-14,2020-12-17,21/12/2020,sim,0,3,2020-12
12/03/2020,ETICKET,Microondas,Midea,Concluído,2020-12-21,2020-12-21,29/12/2020,sim,0,0,2020-12
12/03/2020,ON SITE,Refrigerador,Panasonic,Concluído,2020-12-15,2020-12-16,16/12/2020,sim,0,1,2020-12
12/03/2020,ON SITE,Refrigerador,Panasonic,Concluído,2020-12-30,2021-08-01,01/08/2021,sim,0,214,2020-12
12/04/2020,ETICKET,Robo,Midea,Concluído,2020-12-23,2020-12-23,01/08/2021,sim,0,0,2020-12
12/04/2020,ETICKET,Robo,Wap,Concluído,2020-12-23,2020-12-23,30/12/2020,sim,0,0,2020-12
12/04/2020,ETICKET,Robo,Wap,Concluído,2020-12-23,2020-12-30,30/12/2020,sim,0,7,2020-12
12/07/2020,ETICKET,Robo,Wap,Concluído,2020-12-23,2020-12-23,30/12/2020,sim,0,0,2020-12
12/07/2020,ETICKET,Robo,Wap,Concluído,2020-12-23,2020-12-28,30/12/2020,sim,0,5,2020-12
12/07/2020,ON SITE,Refrigerador,Panasonic,Concluído,2020-12-16,2020-12-17,17/12/2020,sim,0,1,2020-12
12/07/2020,ETICKET,Robo,Wap,Concluído,2020-12-01,2021-01-13,15/01/2021,sim,0,43,2020-12
12/08/2020,ETICKET,Robo,Wap,Concluído,2020-12-23,2020-12-23,30/12/2020,sim,0,0,2020-12
12/09/2020,ON SITE,Refrigerador,Panasonic,Concluído,2020-12-28,2020-12-30,30/12/2020,sim,0,2,2020-12
12/09/2020,ETICKET,Microondas,Midea,Concluído,2021-12-01,2021-12-01,26/02/2021,sim,0,0,2021-12
12/09/2020,ETICKET,Microondas,Midea,Concluído,2021-01-15,2021-02-16,26/02/2021,sim,0,32,2021-01
12/10/2020,ETICKET,Robo,Wap,Concluído,2021-04-01,2021-05-01,01/07/2021,sim,0,30,2021-04
